Nodes;Addjested Nodes
5259163795;{854523055,854523127,}
5259163796;{854523090,703477433,}
5259163797;{703477433,5259163798,}
5259163798;{5259163797,703477476,}
5259163799;{703477365,2973548863,}
5259163800;{703477413,703477287,}
5259163801;{2984804197,3011058767,}
5260309729;{4182644422,4182644425,4182644424,}
5261505283;{3984569994,}
5261966455;{703380138,703380190,}
5261966456;{703380190,703380188,}
5261966457;{703380182,703380132,}
5261966458;{421568013,421567997,}
5261973812;{5261973813,667935676,}
5261973813;{5261973814,5261973812,5261973816,}
5261973814;{667935666,5261973813,}
5261973815;{1468169751,885718640,5261973816,}
5261973816;{5261973813,5261973815,5261973817,}
5261973817;{5261973818,5261973816,}
5261973818;{4524583860,667935666,5261973817,}
5261976469;{5261976470,1417441691,}
5261976470;{5261976473,5261976469,}
5261976471;{1417441691,2467552073,5261976473,}
5261976472;{5261976473,}
5261976473;{5261976471,5261976470,5261976472,}
5262089894;{5262089897,5257384504,}
5262089895;{5257384499,}
5262089897;{5257937024,5262089894,}
5262089898;{5257937023,}
5262089899;{5257498974,5257937024,}
5263943831;{702270387,614475822,}
5263950238;{5263950241,703630803,5263950239,}
5263950239;{703630830,5263950238,}
5263950240;{703630820,5263950241,}
5263950241;{5263950240,5263950238,}
5263989885;{4324838096,4324838098,}
5263989886;{4699954945,4699954946,}
5265898648;{5265898656,4789645646,5265898649,}
5265898649;{705550555,5265898648,5265898651,}
5265898650;{705550557,4789645647,5265898653,}
5265898651;{5265898653,5265898649,5265898652,}
5265898652;{705550555,5265898654,5265898651,}
5265898653;{5265898650,5265898651,5265898654,}
5265898654;{5265898652,705550557,5265898653,}
5265898655;{5265898656,}
5265898656;{5265898658,5265898648,5265898655,}
5265898657;{5265898658,}
5265898658;{5265898660,5265898656,5265898657,}
5265898659;{5265898660,}
5265898660;{4789645647,5265898658,5265898659,}
5265898661;{5265898664,}
5265898662;{4789645647,705550533,5265898664,}
5265898663;{5265898664,}
5265898664;{5265898662,5265898661,5265898663,}
5265898665;{5265898666,}
5265898666;{4789648979,4789648978,5265898665,}
5266025336;{1941387599,3639009919,5266025337,}
5266025337;{5266025336,}
5266025338;{5257384498,5257384502,}
5266025339;{5257513923,5257498974,5266025340,}
5266025340;{5266025339,}
5266077575;{5266077576,703447274,}
5266077576;{5266077577,5266077575,}
5266077577;{5266077578,5266077576,}
5266077578;{5266077579,5266077577,}
5266077579;{5266077580,5266077578,}
5266077580;{5266077579,}
5266077581;{5266077582,965834985,}
5266077582;{965834938,5266077581,}
5266077583;{965835021,5266077584,}
5266077584;{5266077583,965835010,}
5266077585;{5266077586,965834935,}
5266077586;{5266077585,965834926,}
5266077587;{5266077588,960127256,}
5266077588;{5266077589,5266077587,}
5266077589;{5266077590,5266077588,}
5266077590;{5266077589,}
5267953751;{5267953752,4146103871,}
5267953752;{5267953751,}
5277355914;{3409265725,3409265705,}
5277355915;{3409265705,3409265721,}
5277355918;{3409265758,3409265725,}
5277356126;{3409265724,3409265767,}
5277356128;{3409225855,3409225854,}
5277356149;{3409265721,3409265707,}
5277357342;{5277357343,3975735883,}
5277357343;{5277357344,5277357342,}
5277357344;{5277357345,5277357343,}
5277357345;{5277357346,5277357344,}
5277357346;{5277357347,5277357345,}
5277357347;{5277357348,5277357346,}
5277357348;{5277357349,5277357347,}
5277357349;{5277357350,5277357348,}
5277357350;{5277357351,5277357349,}
5277357351;{3676205448,5277357350,}
5277357352;{3975735868,3975735872,5277357353,}
5277357353;{5277357354,5277357352,}
5277357354;{5277357355,5277357353,}
5277357355;{5277357356,5277357354,}
5277357356;{5277357357,5277357355,}
5277357357;{5277357358,5277357356,}
5277357358;{5277357359,5277357357,}
5277357359;{5277357360,5277357358,}
5277357360;{3676205447,5277357359,}
5277366114;{5277366115,5277378197,}
5277366115;{5277366116,5277366114,}
5277366116;{5277366117,5277366115,5277382522,}
5277366117;{5277366118,5277366116,}
5277366118;{5277366119,5277366117,}
5277366119;{5277366120,5277366118,}
5277366120;{5277382521,5277366119,}
5277378154;{3975735884,3975735878,}
5277378171;{3975735831,3975735868,}
5277378178;{5277378197,3975735831,}
5277378197;{3975735776,5277378178,5277366114,}
5277382521;{3676205441,5277366120,}
5277382522;{5277382523,5277366116,}
5277382523;{5277382524,5277382522,}
5277382524;{5277382523,}
5291459157;{5291459159,1828546752,}
5291459158;{5291459161,}
5291459159;{5291459167,5291459157,5291459160,}
5291459160;{703634673,703630817,5291459159,}
5291459161;{5291459158,5291459167,5291459162,}
5291459162;{5291459163,5291459161,}
5291459163;{5291459164,5291459162,5291459166,}
5291459164;{5291459163,}
5291459165;{5291459166,}
5291459166;{5291459163,5291459165,}
5291459167;{5291459161,5291459159,5291459168,}
5291459168;{5291459169,5291459167,}
5291459169;{5291459170,5291459168,}
5291459170;{5291459171,5291459169,}
5291459171;{5291459172,5291459170,}
5291459172;{5291459173,5291459171,}
5291459173;{5291459174,5291459172,}
5291459174;{5291459175,5291459173,}
5291459175;{5291459176,5291459174,}
5291459176;{5291459175,}
5291459177;{3020364743,3707898632,5291459178,}
5291459178;{5291459179,5291459177,}
5291459179;{5291459178,}
5291459180;{5291459181,5301303780,}
5291459181;{5301303777,5291459180,}
5291459182;{5291459183,5301303778,}
5291459183;{5291459182,}
5291459184;{5301303783,}
5291459185;{5291459186,3707896292,}
5291459186;{5291459185,}
5291459187;{5291459188,703477335,}
5291459188;{5291459189,5291459187,}
5291459189;{5291459190,5291459188,5291459194,}
5291459190;{5291459191,5291459189,}
5291459191;{5291459199,5291459190,}
5291459192;{5291459195,5291459199,}
5291459193;{5291459194,5291459195,}
5291459194;{5291459189,5291459193,}
5291459195;{5291459193,5291459192,5291459196,}
5291459196;{5291459197,5291459195,}
5291459197;{5291459198,5291459196,}
5291459198;{5291459199,5291459197,}
5291459199;{5291459192,5291459191,5291459198,}
5291478341;{1382958071,1382957969,5291478342,}
5291478342;{5291478343,5291478341,}
5291478343;{5291478344,5291478342,}
5291478344;{5291478345,5291478343,}
5291478345;{5291478346,5291478344,5291478355,}
5291478346;{5291478347,5291478345,5291478359,}
5291478347;{5291478348,5291478346,}
5291478348;{5291478349,5291478347,5291478358,}
5291478349;{5291478350,5291478348,}
5291478350;{5291478351,5291478349,}
5291478351;{5291478352,5291478350,5291478353,}
5291478352;{5291478351,5291478361,}
5291478353;{5291478354,5291478351,}
5291478354;{704575131,2465794996,5291478353,}
5291478355;{5291478356,5291478345,}
5291478356;{5291478357,5291478355,}
5291478357;{5291478358,5291478356,}
5291478358;{5291478348,5291478357,}
5291478359;{5291478360,5291478346,}
5291478360;{5291478359,}
5291478361;{5291478362,5291478352,}
5291478362;{2465795005,704575131,5291478361,}
5291609492;{3428471659,3400369536,5291609518,}
5291609493;{5291609506,5291609518,}
5291609494;{5291609495,5291609501,}
5291609495;{5291609496,5291609494,}
5291609496;{5291609497,5291609495,}
5291609497;{5291609508,5291609496,}
5291609498;{5291609508,5291609500,5291609499,}
5291609499;{3398626145,3398673068,5291609498,}
5291609500;{5291609501,5291609506,5291609498,}
5291609501;{5291609494,5291609500,5291609502,}
5291609502;{5291609503,5291609501,}
5291609503;{5291609504,5291609502,}
5291609504;{5291609505,5291609503,}
5291609505;{5291609506,5291609504,}
5291609506;{5291609500,5291609493,5291609505,}
5291609507;{1936670772,3398621084,5291609508,}
5291609508;{5291609498,5291609497,5291609507,}
5291609509;{5291609510,}
5291609510;{5291609513,3409225861,5291609509,}
5291609511;{3400369532,3428471659,5291609512,}
5291609512;{5291609511,5291609513,}
5291609513;{702292657,5291609510,5291609512,}
5291609514;{5291609515,3428471659,5291609518,5291609517,}
5291609515;{5291609516,5291609514,}
5291609516;{5291609517,5291609515,}
5291609517;{5291609514,5291609516,}
5291609518;{5291609493,5291609492,5291609514,}
5291629537;{5291633442,5291633443,}
5291629538;{3762486058,5291633444,}
5291633440;{5291633443,3762482007,3762488998,}
5291633441;{3762482007,4551339131,5291633442,}
5291633442;{5291633452,5291629537,5291633441,}
5291633443;{5291629537,5291633440,5291633444,}
5291633444;{5291629538,5291633446,5291633443,}
5291633445;{5291633446,}
5291633446;{5291633444,5291633448,5291633445,}
5291633447;{5291633448,}
5291633448;{5291633446,5291633450,5291633447,}
5291633449;{5291633450,}
5291633450;{5291633448,5291633452,5291633449,}
5291633451;{5291633452,}
5291633452;{5291633450,5291633442,5291633451,}
5295497825;{5295497826,3844251848,}
5295497826;{3844250680,3844253276,5295497825,}
5295506500;{5370375204,}
5295506501;{5295506504,}
5295506502;{5295506503,5370375199,}
5295506503;{4128352800,5295506502,5370375204,5295506504,}
5295506504;{5295506501,702292681,5370375184,5295506503,}
5295506505;{5370375181,}
5295520629;{5295520630,4069929539,}
5295520630;{5295520629,}
5295520631;{4069918215,4069918216,5295520632,}
5295520632;{5295520633,5295520631,}
5295520633;{5295520634,5295520632,}
5295520634;{5295520633,}
5295521337;{5295521338,}
5295521338;{3844240086,5295521337,}
5295521861;{5295521863,3844253275,}
5295521862;{5295521863,}
5295521863;{5295521862,5295521861,5295521864,}
5295521864;{5295521865,5295521863,}
5295521865;{5295521866,5295521864,}
5295521866;{5295521865,}
5295522982;{5295522983,}
5295522983;{703754810,5295523874,5295522982,}
5295523874;{5295522983,703754835,5295523875,}
5295523875;{5295523876,5295523874,}
5295523876;{5295523877,5295523875,}
5295523877;{5295523878,5295523876,}
5295523878;{5295523879,5295523877,5295525323,}
5295523879;{5295523880,5295523878,}
5295523880;{5295523879,}
5295525321;{3328343617,3328343623,5295525322,}
5295525322;{5295525323,5295525321,}
5295525323;{5295523878,5295525322,}
5295530834;{2066039962,2066039963,5295536575,}
5295536575;{5295530834,2066039950,5295536576,}
5295536576;{5295538053,5295536575,}
5295536577;{5295536578,5295538053,}
5295536578;{5295536579,5295536577,}
5295536579;{5295536580,5295536578,}
5295536580;{2066039945,2066039955,5295536579,}
5295538053;{5295536577,5295536576,5295538054,}
5295538054;{5295538055,5295538053,}
5295538055;{5295538056,5295538054,}
5295538056;{2066039960,2066039962,5295538055,}
5295540650;{2066039955,1871565659,5295540651,}
5295540651;{2066039957,2427041007,5295540652,5295540650,}
5295540652;{2427041002,2427041005,5295540651,}
5295544095;{5304173728,705550527,5295544096,}
5295544096;{5295544095,}
5295544097;{705550559,5304173728,5295544098,}
5295544098;{5295544099,5295544097,}
5295544099;{5295544100,5295544098,}
5295544100;{5295544099,}
5295544481;{4336694843,3965262573,5295544482,}
5295544482;{5295544483,5295544481,5295544486,}
5295544483;{5295544484,5295544482,}
5295544484;{5295544485,5295544483,}
5295544485;{5295544486,5295544484,}
5295544486;{5295544482,5295544485,}
5295563623;{5295563628,704622982,}
5295563624;{5295563625,5295563628,}
5295563625;{5295563626,5295563624,}
5295563626;{5295563627,5295563625,}
5295563627;{5295563626,}
5295563628;{5295563624,5295563623,5295563629,}
5295563629;{5295563630,5295563628,}
5295563630;{5295563629,}
5298836660;{5002035655,703477315,5298836671,}
5298836661;{5298836662,5298836671,}
5298836662;{5298836663,5298836661,5298836673,}
5298836663;{5298836664,5298836662,}
5298836664;{5298836665,5298836663,5298836673,}
5298836665;{5298836666,5298836664,}
5298836666;{5298836665,}
5298836667;{5002035654,703477418,5298836668,}
5298836668;{5298836669,5298836667,}
5298836669;{5298836670,5298836668,}
5298836670;{5298836673,5298836669,5298836672,}
5298836671;{5298836661,5298836660,5298836672,}
5298836672;{5298836670,5298836671,}
5298836673;{5298836664,5298836670,5298836662,}
5298836674;{703477418,706717539,5298836675,}
5298836675;{5298836674,}
5298841887;{5298841888,1856971308,}
5298841888;{5298841889,5298841887,}
5298841889;{5298841888,}
5298845539;{560399002,965928497,5298845540,}
5298845540;{5298845541,5298845539,5298845542,}
5298845541;{5298845540,}
5298845542;{5298845543,5298845540,}
5298845543;{5298845542,}
5298845544;{494779286,965928407,5298845545,}
5298845545;{5298845544,}
5298845546;{5298845547,5298845549,}
5298845547;{5298845546,}
5298845548;{5298845549,}
5298845549;{5298845546,560399002,5298845548,}
5298854665;{5298854666,705314179,}
5298854666;{5298854667,5298854665,5298854669,}
5298854667;{5298854668,5298854666,}
5298854668;{5298854667,}
5298854669;{5298854670,5298854666,}
5298854670;{5298854671,5298854669,}
5298854671;{5298854670,}
5298860820;{702241611,1897900102,5298860921,}
5298860921;{5298860922,5298860820,}
5298860922;{5298860923,5298860921,}
5298860923;{5298860924,5298860922,}
5298860924;{5298860923,}
5298864615;{494779259,494779323,5298864616,}
5298864616;{5298864617,5298864615,5298865721,}
5298864617;{5298864618,5298864616,}
5298864618;{5298864619,5298864617,}
5298864619;{5298864620,5298864618,}
5298864620;{5298865722,4970276130,5298864619,}
5298865721;{5298865729,5298864616,}
5298865722;{702241661,5298864620,5298865729,}
5298865723;{1941387604,3979541704,5298865724,}
5298865724;{5298865725,5298865723,}
5298865725;{5298865724,}
5298865726;{702241661,703447260,5298865727,}
5298865727;{5298865728,5298865726,}
5298865728;{5298865729,5298865727,}
5298865729;{5298865722,5298865721,5298865728,}
5298875740;{3642522496,5298875741,5298875742,}
5298875741;{4724704440,5298875743,5298875740,}
5298875742;{5298875740,}
5298875743;{5298875744,5298875741,}
5298875744;{5298875745,5298875743,}
5298875745;{5298875744,}
5298904700;{595750928,1958259584,5298904701,}
5298904701;{5298904702,5298904700,5298904707,}
5298904702;{5298904703,5298904701,}
5298904703;{5298904704,5298904702,}
5298904704;{5298904705,5298904703,}
5298904705;{5298904706,5298904704,}
5298904706;{1952456440,705532720,5298904705,}
5298904707;{5298904708,5298904701,}
5298904708;{595750930,595750928,5298904707,}
5301303777;{5301303778,5291459181,}
5301303778;{5291459182,5301303777,}
5301303779;{5301303782,1966645695,}
5301303780;{5291459180,5301303781,}
5301303781;{5301303780,5301303782,}
5301303782;{5301303781,5301303779,}
5301303783;{5301303784,5291459184,}
5301303784;{1966645695,1966645687,5301303783,}
5304159646;{5304159647,494779298,}
5304159647;{3534440065,5304159646,}
5304159648;{5304159649,494779299,}
5304159649;{5304159650,5304159648,}
5304159650;{5304159651,5304159649,}
5304159651;{5304159652,5304159650,}
5304159652;{5304159653,5304159651,}
5304159653;{5304159654,5304159652,}
5304159654;{5304159653,}
5304161036;{494779209,1952456428,5304161037,}
5304161037;{5304161038,5304161036,}
5304161038;{5304161039,5304161037,}
5304161039;{5304161038,}
5304163726;{5347005129,5345015631,5304163727,}
5304163727;{5347004412,5304163726,}
5304163728;{5347004411,}
5304173721;{3623149556,2255262653,5304173729,}
5304173722;{5304173723,}
5304173723;{5304173722,5304173729,5304173724,}
5304173724;{5304173725,5304173723,}
5304173725;{5304173726,5304173724,}
5304173726;{5304173727,5304173725,}
5304173727;{5304173728,5304173726,}
5304173728;{5295544097,5295544095,5304173727,}
5304173729;{5304173723,5304173721,705550559,}
5316346431;{707796096,2381293409,}
5323908877;{5323908878,}
5323908878;{5000702824,1952456431,5323908877,}
5323908881;{5323908882,703969930,5323908883,}
5323908882;{703969966,5323908881,5323908887,}
5323908883;{5323908887,5323908881,}
5323908887;{5323908882,5323908883,}
5323908890;{5323908891,}
5323908891;{5323908890,5323908892,}
5323908892;{703970109,935662301,5323908891,}
5323908893;{5323908907,5323908894,}
5323908894;{5323908906,5323908893,5323908895,}
5323908895;{702241683,956660692,5323908894,}
5323908896;{494779267,1956331647,}
5323908901;{3512179605,3512179603,}
5323908902;{3519868837,703630802,}
5323908903;{494779267,702241683,}
